userid,uniqueID,gender,age,consumption,shopping,occupation
2605,I7579557,0,19,3,3,1
2606,D8396073,1,17,2,2,2
2607,S8297948,0,16,1,3,1
2608,X9166412,1,23,1,1,2
2609,W9550822,0,16,1,1,1
2610,[7434974,1,22,1,2,2
2611,<789333,1,21,3,1,2
2612,^9533978,0,17,1,3,2
2613,T6261750,1,20,2,1,2
2614,[7770661,0,23,1,2,1
2615,U8165044,1,16,2,1,1
2616,T7564805,0,22,2,1,2
2617,H8575697,0,19,1,1,1
2618,M8475295,0,18,2,1,1
2619,U7347063,1,21,2,3,2
2620,V919708,1,23,2,3,2
2621,N6777050,1,17,2,3,1
2622,=7759557,1,21,2,2,2
2623,A6025637,0,21,1,1,2
2624,[8355898,0,18,3,2,1
2625,O951862,0,19,2,2,2
2626,A6775793,0,18,2,3,1
2627,?826692,1,15,2,3,1
2628,I816811,1,20,2,2,1
2629,J9411762,1,24,1,2,2
2630,<6491066,0,20,3,3,2
2631,H8163327,0,24,2,2,1
2632,Q6253006,0,21,3,1,2
2633,>7328628,1,22,3,1,2
2634,E8583767,1,18,1,1,2
2635,S6993522,1,21,3,1,1
2636,L7217113,1,16,1,1,1
2637,E8787536,1,16,1,2,1
2638,@8719342,0,25,3,3,1
2639,Q7135574,0,15,3,2,1
2640,S8012056,1,22,1,3,2
2641,Z8133105,1,21,3,2,2
2642,=608169,1,22,3,3,2
2643,C9037142,0,16,2,1,1
2644,J6216271,1,21,1,1,1
2645,?8867767,1,18,2,2,1
2646,]9544551,1,18,3,3,1
2647,D828688,1,17,3,3,2
2648,W7021491,0,21,3,2,2
2649,<6172416,0,24,1,3,2
2650,<6566328,1,16,2,3,1
2651,N8296731,0,15,3,1,1
2652,J9263791,1,19,3,3,2
2653,>7645604,1,23,1,2,1
2654,P6364425,0,17,1,1,2
2655,V8194479,1,19,3,1,2
2656,V9597684,1,20,2,3,2
2657,E7063479,1,22,3,2,1
2658,C867221,1,24,2,1,2
2659,O7753625,1,24,1,1,2
2660,^8519288,0,16,2,3,2
2661,O9034695,0,24,1,2,2
2662,X8226494,1,21,1,1,1
2663,U6287763,0,20,1,3,1
2664,]6588078,1,22,3,2,1
2665,^9119827,1,25,2,3,2
2666,J8842348,0,16,3,3,2
2667,\8249371,1,15,1,1,2
2668,C8439048,0,22,1,1,2
2669,F934398,1,15,1,3,2
2670,V6978706,0,24,3,3,1
2671,<6328227,0,20,1,1,2
2672,V809478,1,22,3,1,2
2673,_8852123,0,21,2,3,2
2674,W6346627,1,15,3,1,1
2675,T6559605,1,16,3,3,2
2676,?8544932,1,22,3,2,2
2677,J7128137,0,15,3,1,2
2678,@7940374,1,24,3,1,1
2679,K6837898,0,24,3,3,1
2680,T6274960,1,17,3,2,1
2681,X6463303,1,22,1,1,1
2682,?9510316,0,16,3,2,2
2683,J6113850,1,21,2,1,1
2684,M6878960,0,25,3,1,2
2685,=7138770,0,24,2,2,2
2686,_7538108,1,18,3,1,2
2687,J888251,1,18,2,1,2
2688,E7987463,1,18,2,2,2
2689,=7093238,0,25,1,3,1
2690,>8452628,1,15,1,2,2
2691,I8398796,1,25,1,2,2
2692,K6085241,1,20,1,1,1
2693,Z898525,1,23,2,2,2
2694,<8180441,1,25,1,3,2
2695,>8135686,0,15,1,3,1
2696,W61990,0,18,1,2,2
2697,K9395005,1,25,1,2,2
2698,G6031008,1,24,1,3,1
2699,G748426,1,20,3,3,2
2700,B7883550,0,24,2,1,1
2701,O8497297,0,24,3,1,1
2702,V9366124,0,20,3,2,2
2703,P6931523,1,15,3,3,2
2704,]9478730,1,22,3,3,2
2705,_8747722,1,20,3,1,1
2706,L623771,0,19,2,1,1
2707,Z6525191,0,22,3,1,2
2708,B6625464,0,24,3,1,2
2709,H8738417,0,22,2,2,2
2710,J7847771,1,25,3,3,2
2711,@9354614,0,21,2,3,2
2712,K771480,1,15,1,2,2
2713,X6537161,1,23,1,2,2
2714,I8231630,0,19,1,3,1
2715,T8748250,1,18,2,3,2
2716,F6047606,0,16,3,2,1
2717,=7652943,0,25,2,2,2
2718,I6697976,0,24,1,2,1
2719,N9442476,0,15,2,1,1
2720,J781021,1,21,2,1,2
2721,\6360258,1,24,1,1,2
2722,_6526367,1,15,2,2,2
2723,N912434,0,16,2,1,2
2724,S8063267,1,23,2,1,1
2725,Z7214130,0,24,3,2,1
2726,B8249129,1,15,2,1,1
2727,<9239470,0,17,3,1,2
2728,J7325185,1,21,2,1,1
2729,<7433892,0,16,1,3,2
2730,U7780204,0,23,3,3,2
2731,C6791586,0,15,1,2,1
2732,U8156289,0,21,1,2,2
2733,I922284,1,21,1,3,2
2734,W702508,0,19,1,1,1
2735,Y9347511,1,15,3,2,1
2736,P8259214,1,15,1,1,1
2737,[6713784,0,19,3,3,1
2738,B8936111,1,19,3,1,1
2739,>8784198,0,18,1,2,1
2740,D8568453,1,19,3,2,2
2741,F8420588,1,22,2,2,1
2742,C8329711,1,17,1,1,1
2743,O8148359,0,16,3,2,1
2744,\7157704,0,15,1,3,2
2745,[6954949,1,16,1,3,2
2746,>7781228,0,16,2,1,1
2747,M8641049,1,17,3,2,1
2748,L7295378,0,17,2,3,2
2749,]7664079,1,17,3,3,1
2750,J8311978,0,21,3,3,1
2751,F6772239,1,25,2,2,1
2752,\7964265,1,18,2,2,1
2753,=8969207,0,23,1,2,2
2754,Z8674702,0,15,2,2,1
2755,V9024402,1,18,3,1,1
2756,R8731047,1,22,1,1,2
2757,F6460611,0,23,3,2,1
2758,C8088397,0,17,1,1,2
2759,K8312685,0,25,3,1,1
2760,D8622167,1,21,3,3,1
2761,K8160219,0,15,2,1,2
2762,_7041471,0,15,1,2,2
2763,E8949622,1,16,1,1,2
2764,V7425804,0,23,1,2,2
2765,H7026808,1,19,2,1,1
2766,A6911195,0,19,2,3,2
2767,A7011407,1,15,2,2,1
2768,R682942,1,18,3,2,2
2769,U7842617,1,20,2,1,1
2770,\7892724,1,18,3,3,2
2771,E8566530,0,22,3,1,2
2772,Y7049290,1,19,1,3,2
2773,A957823,0,17,3,1,2
2774,P8226980,0,24,3,1,1
2775,C6564135,0,17,2,3,1
2776,L616543,1,17,2,3,1
2777,M6075645,1,23,1,2,2
2778,S8156752,0,19,1,2,2
2779,Z8482489,1,25,3,2,2
2780,T8472120,0,22,2,2,2
2781,O8793944,1,25,3,1,1
2782,X9533649,1,20,3,2,1
2783,Q7820865,0,19,3,1,2
2784,C6110119,0,18,1,2,1
2785,H6967527,0,20,2,3,1
2786,B6027934,1,18,1,2,1
2787,X7364701,0,22,1,1,2
2788,H937403,0,24,2,2,1
2789,J7732902,1,23,2,3,1
2790,>7781414,0,25,2,3,2
2791,A6180035,1,21,3,1,1
2792,W9468322,0,21,3,1,2
2793,\7730718,1,22,2,1,1
2794,U8669649,0,22,3,1,2
2795,O8783350,0,24,1,2,1
2796,^7376670,1,19,2,1,1
2797,K9479601,1,24,3,2,2
2798,]8716588,0,25,1,1,2
2799,=753007,1,19,1,1,1
2800,]6793267,1,16,2,2,2
2801,O6694621,1,15,3,2,1
2802,F8929104,1,15,3,1,2
2803,N7583331,1,25,1,3,2
2804,_8391961,1,16,1,2,2
2805,C9154641,0,19,3,3,1
2806,H7687833,1,20,1,1,2
2807,Z8295406,1,25,3,2,2
2808,R8466126,0,21,1,3,1
2809,F636877,0,24,3,1,1
2810,Y8647495,1,21,1,3,2
2811,F7195848,1,21,1,3,2
2812,S8566882,0,18,3,3,2
2813,E661622,0,21,3,3,1
2814,Z7663787,0,20,1,1,2
2815,T6133864,1,19,1,2,1
2816,I6258696,0,25,1,1,2
2817,]9577134,1,16,3,2,1
2818,K7176179,1,17,1,3,2
2819,M8627851,0,16,1,1,1
2820,>8798930,1,18,3,2,1
2821,P6363959,1,25,3,3,1
2822,Q8930385,1,22,1,2,2
2823,M7033282,1,16,1,1,2
2824,<7967699,0,15,2,1,2
2825,R9547687,1,16,3,2,2
2826,=6031197,1,16,1,2,1
2827,J6190381,0,17,1,1,2
2828,M7087759,1,19,3,1,1
2829,F8024128,0,20,3,2,1
2830,[8867168,0,23,2,3,2
2831,P6783468,0,24,1,2,2
2832,>6689097,1,24,1,2,1
2833,Y7792625,1,19,3,1,1
2834,I7245683,0,22,1,1,1
2835,Y6454713,0,25,3,3,1
2836,=7678819,0,20,1,2,1
2837,H7072123,1,21,3,1,1
2838,U7222840,1,21,3,3,2
2839,Y742048,0,24,2,2,2
2840,?6185518,1,16,3,2,1
2841,K7180227,1,16,2,1,2
2842,U774950,0,25,2,1,2
2843,J8745727,0,23,2,1,2
2844,@7748807,0,24,2,2,1
2845,E7799215,0,22,1,1,1
2846,G6335907,0,25,2,1,2
2847,F8478456,1,22,2,1,2
2848,K6524341,1,16,1,3,1
2849,@8451498,0,24,2,3,1
2850,I9071538,0,25,3,2,2
2851,G8312452,0,17,1,1,2
2852,U6972198,1,21,2,3,1
2853,>6032818,0,18,1,2,2
2854,X9073618,1,17,2,3,1
2855,@8010926,0,23,1,3,1
2856,@8289082,1,24,3,3,2
2857,O8097542,1,24,3,1,2
2858,Q6136370,0,16,1,1,1
2859,\7035749,1,15,3,1,1
2860,Q9334952,0,18,1,2,2
2861,?7357017,1,24,1,3,1
2862,D8684091,1,18,1,3,2
2863,<7757167,1,25,2,2,2
2864,D7492773,1,25,3,2,1
2865,[6941203,1,22,2,3,1
2866,^6652438,0,23,3,1,1
2867,I6561643,0,16,3,1,1
2868,U9184423,1,23,2,2,2
2869,O7387719,1,21,1,2,1
2870,>8983787,0,18,3,3,2
2871,N8852681,0,16,2,2,1
2872,[9444130,1,19,2,1,2
2873,Y8852720,0,24,1,3,2
2874,D8937724,0,20,1,3,2
2875,X6671416,1,20,3,2,2
2876,E8032493,0,15,1,3,1
2877,P6594207,0,22,2,2,1
2878,O8426971,0,19,1,1,2
2879,>9267562,0,24,2,2,1
2880,]8046058,0,15,1,2,1
2881,V7757392,1,23,2,1,1
2882,<9354032,1,21,3,1,1
2883,E6226208,0,21,3,2,1
2884,Q9349833,1,15,2,2,2
2885,D8486631,0,18,2,3,1
2886,C7228076,1,22,3,3,2
2887,J674080,1,22,1,3,2
2888,B8828728,1,20,1,3,1
2889,D6414031,1,16,1,1,1
2890,P7997278,0,18,1,1,1
2891,F9347807,1,21,3,3,1
2892,Q6219147,0,23,1,3,2
2893,C9512569,1,17,3,3,1
2894,D8634352,0,24,3,1,2
2895,_8257740,0,25,3,1,1
2896,F8744231,1,23,2,3,1
2897,V6871059,1,18,2,3,1
2898,S9357464,1,25,3,1,2
2899,[8323516,1,24,2,3,1
2900,I6835156,1,17,1,3,1
2901,O6930516,1,17,1,1,1
2902,_9469166,1,19,1,3,2
2903,F8493369,1,19,2,1,2
2904,]6576592,0,17,1,1,2
2905,Y7531680,0,18,2,2,2
2906,[8832138,1,15,1,3,2
2907,H8645827,0,19,3,2,2
2908,L8568531,1,22,1,3,2
2909,X8654807,1,20,1,2,1
2910,T8693391,0,21,3,2,2
2911,?888781,0,22,2,2,2
2912,W8744199,1,19,2,3,1
2913,H9482021,0,21,1,2,1
2914,I773318,1,25,3,3,1
2915,S7725639,0,21,3,3,1
2916,J9432776,0,24,1,3,2
2917,W7888783,0,18,2,2,1
2918,K8355796,0,16,2,2,2
2919,S9486605,1,21,1,2,1
2920,I7697280,0,21,2,2,2
2921,E6265834,0,17,1,3,2
2922,\7310719,0,24,1,1,1
2923,]9039605,1,25,3,2,2
2924,F8219530,0,24,3,1,2
2925,N9290830,0,18,3,2,1
2926,@8129026,0,21,3,1,1
2927,P6260186,1,23,3,3,1
2928,I8739337,0,23,1,3,1
2929,B728897,0,22,1,3,1
2930,X9081025,1,22,1,3,1
2931,@7299997,0,21,3,3,2
2932,Y6393122,0,17,3,3,2
2933,\6940986,0,16,2,3,2
2934,J6153036,1,18,2,3,2
2935,G8340001,1,21,1,3,1
2936,X9223110,1,15,3,2,1
2937,>8525859,1,22,2,3,1
2938,M7896994,0,21,2,2,1
2939,T8458510,0,24,2,1,2
2940,_8159214,1,20,1,2,1
2941,T601666,0,17,2,3,1
2942,H6232111,1,17,1,3,2
2943,Y7778436,1,17,3,1,1
2944,A641343,0,19,3,1,1
2945,=6264921,1,18,1,3,1
2946,^9214974,1,21,2,3,1
2947,O7480660,1,23,1,1,1
2948,H6046911,1,18,2,2,2
2949,F7690968,0,22,1,2,1
2950,E8556590,0,19,1,1,2
2951,Y8770829,1,15,1,3,1
2952,H7632960,0,24,3,2,1
2953,Q8070630,1,23,2,3,1
2954,<6765183,1,22,2,2,1
2955,G6554540,0,18,2,3,2
2956,H6171426,1,19,2,2,2
2957,W8212254,1,22,3,3,1
2958,J8446886,0,18,1,2,1
2959,W7617355,0,19,3,3,2
2960,I9073790,0,24,3,2,2
2961,A7371155,1,22,1,2,1
2962,A6694580,0,21,1,2,1
2963,=8518940,0,25,1,2,1
2964,X7366013,1,22,3,1,2
2965,>616514,1,16,3,2,2
2966,I7239955,1,22,3,2,1
2967,?6695939,1,25,2,1,1
2968,P743788,1,22,1,3,1
2969,R7721051,1,23,3,3,1
2970,S7334318,1,23,3,1,1
2971,T9324539,1,21,2,3,2
2972,H9198727,0,22,1,2,2
2973,G8624069,1,21,2,2,1
2974,P6665755,1,25,3,3,2
2975,=8221294,1,16,2,2,1
2976,_9068334,1,17,1,3,2
2977,H7554737,1,15,2,3,2
2978,A602265,1,16,3,3,1
2979,@6264638,1,25,2,1,2
2980,Q9514971,1,18,3,2,2
2981,E6331058,0,25,1,2,1
2982,Q7984714,0,19,3,1,1
2983,L7987334,1,19,1,3,1
2984,X8138032,0,19,2,2,1
2985,L7032647,1,18,2,2,2
2986,M7074540,1,15,1,3,1
2987,H6437580,0,24,2,2,1
2988,@6269518,0,20,1,1,2
2989,A9095424,0,17,1,2,1
2990,G6782593,1,24,3,3,1
2991,F8521408,1,20,1,1,1
2992,<6111813,1,21,1,1,2
2993,?9084224,1,23,1,3,1
2994,@9484685,0,22,3,3,1
2995,Q6927683,1,20,2,3,1
2996,G6040746,1,19,1,3,1
2997,^7020993,1,23,3,1,1
2998,Q6544491,1,25,3,3,2
2999,X6695553,1,20,2,2,1
3000,D9518933,0,21,3,1,2
3001,D7380671,0,17,2,2,2
3002,=8033883,0,16,2,1,2
3003,U8117677,0,20,1,2,2
3004,O8039106,0,19,1,2,2
3005,F7521503,1,23,1,2,1
3006,T7454262,0,21,1,1,2
3007,H6973766,1,19,2,1,2
3008,G6995909,1,24,1,3,1
3009,J8991276,1,17,2,2,2
3010,\7722281,1,19,3,2,1
3011,Q7868723,1,24,1,3,1
3012,?6853017,0,18,1,1,2
3013,]8355337,1,16,2,2,1
3014,=6391222,0,15,3,2,1
3015,Z7490826,0,20,1,3,2
3016,D9441940,1,21,3,1,2
3017,B665978,1,16,3,3,1
3018,@8235089,0,15,1,2,2
3019,^8431064,1,16,2,2,1
3020,T8195555,0,17,3,1,1
3021,F9562066,0,24,1,2,2
3022,L8920162,0,16,3,1,1
3023,N7790648,0,17,3,2,1
3024,^8979305,1,22,1,2,2
3025,\7028333,1,23,3,1,2
3026,<8841968,0,22,1,1,2
3027,I6971115,0,15,1,1,1
3028,_8043092,0,15,2,1,1
3029,O7670200,0,22,2,3,1
3030,U6595809,1,19,3,1,2
3031,?8971521,0,22,1,3,1
3032,_9273834,1,17,1,1,2
3033,@6571714,0,16,3,2,2
3034,_8594002,1,20,3,2,2
3035,M9229107,1,19,1,3,1
3036,V7880178,1,17,3,3,2
3037,E8269598,1,23,3,3,1
3038,Z9030186,0,25,2,1,1
3039,V9113975,0,20,2,3,2
3040,D6690392,1,22,2,2,1
3041,L6012631,0,18,3,2,1
3042,Z6627649,1,23,3,2,2
3043,>8241955,1,25,2,2,2
3044,J8792596,0,24,1,2,1
3045,X8066510,0,21,1,2,1
3046,L9490881,0,25,2,1,1
3047,K6090273,0,20,3,3,1
3048,F9188330,1,15,3,3,1
3049,L7882776,1,19,3,3,2
3050,K698398,0,17,3,1,2
3051,^8795778,0,24,1,1,1
3052,<9171719,1,17,1,3,1
3053,H9564822,0,21,2,3,2
3054,[6830909,1,21,2,1,2
3055,V9481230,0,15,2,2,2
3056,C6283281,1,19,1,2,1
3057,=787015,1,23,1,1,1
3058,Y6474977,0,20,1,3,2
3059,A7893620,1,24,3,3,1
3060,I6821958,1,16,2,2,2
3061,]9041840,0,24,1,2,2
3062,E9567432,0,19,2,2,2
3063,J7347906,0,18,3,2,2
3064,@6428811,0,16,3,2,2
3065,V7615086,1,24,1,2,1
3066,R9366697,0,16,3,1,2
3067,Z7950855,1,24,3,3,1
3068,B6785770,1,23,1,3,1
3069,W6211848,0,18,3,1,2
3070,N8959680,1,23,3,3,1
3071,H8735008,0,17,2,3,2
3072,Z8494962,1,17,2,1,2
3073,I8886485,1,25,3,3,2
3074,N6542824,1,21,3,2,1
3075,\9055744,0,22,2,3,1
3076,\6127371,1,15,2,2,1
3077,A6295891,0,24,1,1,1
3078,\8654375,1,18,2,3,1
3079,M664423,1,20,3,1,2
3080,^8747730,1,20,2,2,2
3081,_706829,1,19,1,1,2
3082,\9329106,1,18,1,1,2
3083,_6957203,0,25,3,2,1
3084,R9338379,0,17,2,1,1
3085,K6441706,1,22,2,1,1
3086,C6997258,0,15,3,2,2
3087,O8323452,0,19,1,2,1
3088,Y7754873,0,18,2,3,1
3089,R7141745,1,18,1,2,1
3090,^7849512,1,16,3,1,2
3091,T7666300,0,15,1,3,2
3092,>6558462,0,21,3,1,1
3093,P9260277,0,16,3,2,2
3094,Q6031471,1,20,1,2,2
3095,Y8558009,0,19,2,2,2
3096,^8073646,1,15,2,3,1
3097,Y8961316,0,22,3,3,2
3098,^6027546,1,19,2,2,1
3099,C8884268,0,15,1,1,2
3100,F9223796,1,18,1,3,2
3101,@7875298,0,17,1,2,2
3102,H7728542,0,16,3,3,1
3103,U8144732,0,20,2,1,1
3104,R6095905,1,15,2,1,2
3105,V6967985,1,17,2,1,2
3106,X7765649,1,20,3,3,2
3107,@8793828,1,24,3,1,1
3108,G8584526,1,24,3,2,1
3109,Z691265,1,21,1,1,1
3110,V7225274,1,15,3,2,2
3111,]9041791,1,16,1,1,1
3112,@8254525,0,18,1,3,1
3113,<8910903,1,17,2,2,1
3114,@9037708,1,15,2,1,2
3115,_9375946,1,18,2,2,1
3116,E6957210,0,19,1,1,1
3117,C7994536,1,16,3,2,2
3118,A6661042,0,17,3,2,1
3119,T9083403,0,17,3,2,2
3120,V6718223,1,21,1,1,2
3121,B7491358,0,20,2,3,2
3122,L7752121,0,19,2,1,2
3123,<7839162,1,22,2,2,2
3124,P88575,1,23,1,1,1
3125,Q8947024,0,25,1,3,1
3126,E7738443,0,20,3,3,2
3127,]8187303,1,25,1,3,2
3128,=7328182,0,18,3,2,2
3129,^8791636,0,25,2,1,1
3130,E9271099,0,23,2,3,1
3131,P7873581,1,18,3,2,2
3132,?8931720,0,16,2,3,1
3133,[7712713,1,24,2,3,2
3134,F8952651,0,21,3,1,2
3135,<6789498,0,22,3,2,2
3136,[9253729,1,25,2,1,2
3137,_6980798,1,18,2,2,2
3138,S8893796,0,18,3,1,2
3139,F6367003,1,23,3,1,2
3140,I8922347,0,25,3,1,2
3141,O6488821,1,21,2,1,1
3142,@9362183,1,23,1,1,1
3143,T646728,1,16,3,3,2
3144,R6869788,0,21,2,2,2
3145,N7980659,1,19,2,2,2
3146,P9138110,0,24,2,3,2
3147,S9044331,1,22,2,2,1
3148,[8739398,0,24,2,3,1
3149,[7793139,1,20,2,2,2
3150,C6396361,0,16,2,1,1
3151,]8650110,0,18,3,3,1
3152,@8284033,0,17,1,3,2
3153,H8096432,1,25,1,3,2
3154,H7079378,0,20,1,3,1
3155,S8918492,1,22,1,3,1
3156,Y8821836,0,24,3,1,2
3157,S725524,1,19,1,2,1
3158,J8621948,1,17,1,2,2
3159,N8241329,0,19,1,3,2
3160,S8566505,1,20,3,1,2
3161,_7443339,0,15,3,3,2
3162,\7731375,0,21,2,3,1
3163,W9064255,1,19,3,2,2
3164,Z887493,1,19,2,2,1
3165,?7767924,1,22,1,2,2
3166,]8014269,0,20,2,2,2
3167,S863607,0,15,2,1,2
3168,Q9059166,1,19,2,3,1
3169,V7124631,0,23,2,2,2
3170,F7976278,1,22,1,1,2
3171,I6052630,0,22,1,1,2
3172,V6351077,1,18,3,1,1
3173,Z6261764,0,22,2,2,2
3174,R776065,0,22,1,2,2
3175,\8829060,1,22,1,2,2
3176,A7168502,0,22,3,3,1
3177,E6442756,0,17,3,2,1
3178,A9180361,1,17,2,1,2
3179,F876981,0,25,2,3,2
3180,^9098313,1,22,1,2,2
3181,D683826,0,24,3,1,1
3182,T888633,0,16,2,3,2
3183,G7346436,0,16,2,3,1
3184,S7368604,0,20,1,3,2
3185,<6148656,0,24,2,1,1
3186,C6351834,0,21,3,1,1
3187,J9368997,1,24,3,3,2
3188,P936250,0,21,1,3,1
3189,W8631193,1,22,1,3,2
3190,V9328035,0,23,2,2,1
3191,P6438276,1,18,2,2,2
3192,O8167491,1,16,2,3,2
3193,=6360313,1,21,3,3,2
3194,A7626533,1,23,3,1,2
3195,]7586589,1,19,2,3,2
3196,\6024663,0,15,3,3,2
3197,K6868040,0,18,2,2,2
3198,=8722419,0,19,3,1,1
3199,C9082758,1,17,1,1,1
3200,P6114639,1,19,1,1,2
3201,Q796741,0,18,2,1,1
3202,C9589740,1,25,2,3,2
3203,@7859617,0,21,3,1,2
3204,E8180447,0,15,1,1,1
3205,=8491804,1,19,2,3,2
3206,>7371741,1,17,1,2,2
3207,U9020006,1,25,2,3,2
3208,W6651945,0,16,3,1,1
3209,K9077513,1,16,1,1,1
3210,P6868564,0,19,2,3,2
3211,]626968,1,16,2,1,1
3212,=6028055,0,18,1,1,2
3213,@9343053,1,25,3,2,1
3214,X8557100,1,16,2,1,2
3215,U8066173,1,21,3,2,2
3216,B8936945,0,15,2,2,2
3217,L6385171,0,20,1,1,1
3218,?7652739,1,16,3,2,2
3219,?6041324,0,15,1,3,1
3220,G7057051,1,22,2,3,2
3221,S6946747,1,19,1,3,1
3222,D8369937,0,22,3,3,1
3223,P7727239,0,24,1,3,1
3224,_6089238,0,18,1,2,2
3225,N7569148,1,23,2,1,1
3226,I8229514,1,15,3,2,1
3227,<9164305,0,25,3,3,2
3228,\6373166,0,20,1,1,1
3229,Z7739144,1,25,1,2,1
3230,K7199039,0,21,1,2,2
3231,L7684175,0,20,3,3,2
3232,N6440009,0,16,1,2,2
3233,=9299105,0,17,2,2,2
3234,Y6440217,1,20,2,2,2
3235,O7018173,0,20,3,2,1
3236,K8391080,1,25,2,1,1
3237,Z7617512,1,21,2,2,2
3238,Y8065756,1,18,3,1,2
3239,@7452166,1,24,3,2,1
3240,K7485059,1,24,2,1,1
3241,F6557761,1,24,2,2,1
3242,E8893253,1,22,3,3,2
3243,P8856833,0,23,1,1,1
3244,M735781,0,18,3,2,1
3245,>6156847,1,24,2,2,2
3246,E664128,1,22,1,2,2
3247,J6035598,1,21,1,3,1
3248,U7871651,0,22,2,2,2
3249,?638480,0,17,3,1,2
3250,U9592251,1,18,2,1,2
3251,Y6623854,0,22,3,2,2
3252,J9231447,0,18,1,1,2
3253,?7961999,0,23,1,3,1
3254,]657779,0,15,2,1,1
3255,@8330840,0,24,1,3,2
3256,Y7269264,0,20,3,1,1
3257,N7379520,1,15,1,1,1
3258,Q7363060,0,25,2,1,2
3259,\7347815,0,15,3,2,1
3260,@7524881,1,20,1,1,1
3261,?8547758,0,24,2,3,1
3262,A9189913,1,22,1,1,2
3263,X7649896,1,21,3,1,1
3264,X794200,1,19,2,1,1
3265,P9320673,1,21,1,2,1
3266,@6389177,1,18,2,2,2
3267,P7994244,0,18,2,2,2
3268,^8931377,1,15,1,1,1
3269,P6766160,0,19,1,3,2
3270,<7327834,0,18,1,1,2
3271,D9165188,1,25,3,2,1
3272,Z8859086,0,17,3,3,2
3273,B7711560,1,22,1,2,1
3274,L9089454,1,21,3,2,1
3275,X8834691,0,15,2,2,2
3276,I8320305,0,15,3,3,2
3277,@8424111,1,19,3,3,1
3278,^9587570,1,23,3,1,1
3279,C8899806,1,18,1,2,2
3280,Q6366769,0,24,1,1,2
3281,B8030138,1,24,1,3,2
3282,T6596403,0,19,1,3,1
3283,B6420270,0,17,1,2,1
3284,F6999342,0,18,3,1,2
3285,U8259033,0,17,1,2,2
3286,[8252662,0,15,2,2,2
3287,R8913238,1,22,3,1,1
3288,B6049189,0,19,3,2,1
3289,N9110046,0,17,3,2,1
3290,>7120112,0,17,1,2,2
3291,R8572856,0,15,3,3,2
3292,A8323772,0,22,2,3,2
3293,A7267288,0,21,1,3,2
3294,R60172,1,15,1,2,2
3295,T8856151,0,21,3,2,1
3296,<9280788,1,15,2,3,1
3297,B6843397,0,23,1,1,1
3298,Y795634,0,22,2,2,1
3299,E7229913,0,19,1,3,1
3300,]7439064,0,15,1,3,1
3301,H712133,1,17,3,3,2
3302,J7898098,0,25,3,1,1
3303,O7395908,1,24,3,3,1
3304,R9178585,1,15,2,2,1
3305,Z7410495,0,21,3,1,1
3306,J8319214,1,16,2,3,1
3307,O774904,1,21,3,1,2
3308,_7324971,1,19,2,3,2
3309,@7585406,0,22,3,3,1
3310,[6220106,1,23,3,3,2
3311,Q6234923,1,23,3,3,1
3312,[7446126,0,19,2,1,2
3313,Z8140918,0,22,2,2,1
3314,D7920959,0,23,3,1,1
3315,?9251704,1,23,1,2,2
3316,A8028322,0,18,1,3,2
3317,Z862252,1,25,1,3,1
3318,K8696928,1,21,2,1,2
3319,H8172802,0,16,3,3,1
3320,_7424785,1,15,3,1,1
3321,?7738621,1,23,1,1,2
3322,B758676,0,20,3,1,2
3323,S7044102,0,18,1,2,2
3324,U771901,1,25,2,3,1
3325,<6469237,0,22,1,3,2
3326,M7955076,1,17,1,2,2
3327,V9187608,1,18,3,3,1
3328,H8929879,0,19,3,3,1
3329,<8725132,1,20,1,3,2
3330,J8141735,1,25,3,1,1
3331,[637285,0,23,1,3,2
3332,Y9488330,0,21,2,2,1
3333,Y8098508,1,18,1,1,2
3334,@629666,0,23,2,1,2
3335,S6833967,1,21,3,2,2
3336,S6574223,1,16,3,1,1
3337,Y9382946,1,25,1,2,2
3338,_9379111,1,16,2,2,1
3339,F7664232,0,19,2,2,1
3340,>6915601,0,16,2,3,2
3341,=7197203,0,21,1,2,1
3342,I7911562,1,19,2,1,2
3343,D6383888,0,20,3,3,1
3344,<857142,1,23,3,2,1
3345,L784850,1,18,2,3,2
3346,=6890139,1,18,2,3,2
3347,Q6584050,1,18,2,1,1
3348,U8892027,1,16,3,3,2
3349,Z9273202,1,18,3,1,1
3350,W7668392,0,16,3,3,1
3351,W6560365,1,16,3,1,1
3352,@9320805,1,22,2,1,1
3353,A7178624,0,24,3,1,2
3354,X6322373,1,20,3,1,2
3355,S8543354,1,16,2,1,1
3356,Z8919609,0,20,3,3,2
3357,V8539501,0,18,1,3,2
3358,C6786466,0,23,3,3,2
3359,Q6036492,0,16,1,1,1
3360,O843451,0,24,3,3,1
3361,F9565911,1,24,1,3,1
3362,W8835122,0,25,1,2,1
3363,I6738846,1,23,2,2,1
3364,?6961529,0,22,3,2,1
3365,\6035725,0,21,3,2,2
3366,\664825,1,22,3,3,1
3367,E641800,0,19,1,2,1
3368,P6339938,0,17,2,2,2
3369,B6352436,0,25,1,1,1
3370,Q8233635,1,15,3,2,1
3371,C8313155,1,24,2,2,2
3372,Y9333522,0,18,2,2,2
3373,N6310313,0,17,3,2,2
3374,S9518003,0,16,2,3,2
3375,R6919014,1,22,1,2,1
3376,X7489310,0,25,2,1,2
3377,A8778533,1,20,3,2,2
3378,K7961321,1,25,2,2,2
3379,\7380164,1,18,2,2,2
3380,E675495,0,15,3,2,1
