userid,gender,age,consumption level,shopping level, occupation level,ad1,ad2,ad3,ad4,ad5,CTR VALUE
1935,0,20,2,3,1,1,1,1,1,0,4
1936,0,16,2,2,2,1,0,1,1,1,4
1937,0,15,3,1,2,0,1,1,1,0,3
1938,0,21,3,1,1,0,1,0,0,1,2
1939,1,15,2,2,2,1,0,0,1,0,2
1940,1,18,1,3,1,1,1,0,0,0,2
1941,0,22,3,1,2,1,1,0,1,0,3
1942,0,21,1,1,1,1,0,0,1,0,2
1943,0,18,1,3,2,1,1,1,1,1,5
1944,0,18,2,1,1,0,0,1,0,1,2
1945,1,22,1,2,1,0,1,1,1,0,3
1946,1,21,3,3,1,1,1,1,0,0,3
1947,1,16,1,2,1,0,0,1,1,1,3
1948,0,24,1,3,1,1,1,0,0,1,3
1949,0,16,1,1,2,0,1,0,1,1,3
1950,0,24,1,3,2,1,0,0,1,0,2
1951,1,15,1,3,1,0,1,0,0,1,2
1952,0,18,3,3,2,1,0,0,1,0,2
1953,0,19,3,2,2,0,1,0,0,1,2
1954,1,18,2,3,1,1,0,0,0,0,1
1955,1,24,3,2,1,1,1,0,0,1,3
1956,1,18,3,1,1,0,0,1,1,1,3
1957,0,15,3,3,2,0,1,0,1,1,3
1958,0,25,2,3,1,0,1,1,0,1,3
1959,1,17,2,1,1,0,0,1,0,1,2
1960,0,17,1,3,2,1,1,1,0,1,4
1961,0,19,2,2,1,1,1,0,0,0,2
1962,0,17,1,2,2,1,0,0,1,0,2
1963,1,19,1,1,2,1,0,0,0,0,1
1964,0,20,1,3,1,1,0,1,1,0,3
1965,1,17,1,1,2,1,0,0,1,0,2
1966,1,22,2,3,2,1,1,1,1,1,5
1967,1,25,2,1,2,1,0,1,0,1,3
1968,0,18,2,3,1,0,0,0,1,1,2
1969,1,18,2,2,2,0,0,0,0,1,1
1970,1,17,2,2,2,1,1,0,0,0,2
1971,0,17,2,3,2,0,0,0,0,0,0
1972,0,18,3,3,1,1,0,0,1,0,2
1973,1,15,2,1,2,0,1,1,1,0,3
1974,0,24,3,3,2,0,0,1,0,0,1
1975,0,15,1,3,1,1,0,1,1,0,3
1976,0,24,2,3,2,0,1,1,1,1,4
1977,1,21,2,1,2,1,1,0,0,1,3
1978,1,22,1,3,1,1,0,1,0,0,2
1979,1,23,3,3,2,0,0,1,1,0,2
1980,1,19,3,1,1,1,0,1,0,0,2
1981,0,19,1,3,1,1,1,1,1,0,4
1982,1,16,1,2,1,0,1,0,0,1,2
1983,0,23,2,1,1,0,0,1,1,0,2
1984,1,25,1,3,2,1,1,0,1,1,4
1985,0,16,3,1,2,1,1,1,0,1,4
1986,0,19,1,1,2,1,0,0,0,0,1
1987,1,24,2,3,2,1,0,0,1,0,2
1988,1,20,2,1,2,0,1,0,1,0,2
1989,0,19,1,3,2,1,0,1,1,0,3
1990,0,17,3,1,1,1,0,1,0,0,2
1991,1,18,3,3,1,0,1,1,0,1,3
1992,1,16,2,3,1,1,1,0,0,1,3
1993,0,18,2,2,1,1,0,0,1,0,2
1994,0,25,1,1,1,1,0,0,0,0,1
1995,1,19,1,3,2,1,1,0,1,1,4
1996,1,22,3,1,2,0,0,1,0,0,1
1997,1,15,2,2,2,0,0,1,1,1,3
1998,1,21,1,3,2,0,1,0,1,0,2
1999,0,24,2,2,1,1,0,0,0,1,2
2000,1,23,2,2,1,0,1,0,1,0,2
2001,0,25,3,3,1,1,1,0,1,0,3
2002,1,19,3,3,2,0,0,0,1,0,1
2003,0,24,1,2,2,0,0,0,0,0,0
2004,1,18,3,2,2,0,1,1,1,0,3
2005,0,19,1,3,1,0,0,0,0,0,0
2006,1,16,3,1,2,0,1,0,1,0,2
2007,1,23,3,3,2,1,1,0,0,0,2
2008,0,16,1,2,1,0,0,1,0,1,2
2009,0,25,1,1,2,1,1,1,0,1,4
2010,1,20,1,3,2,0,1,0,0,1,2
2011,0,21,3,1,2,1,0,0,1,1,3
2012,0,19,3,2,1,1,1,1,1,0,4
2013,0,21,3,3,2,1,0,0,0,1,2
2014,0,19,3,3,2,0,0,1,0,0,1
2015,1,18,2,1,1,1,0,1,0,0,2
2016,1,21,2,1,2,1,1,0,0,0,2
2017,0,15,3,2,1,1,1,0,1,0,3
2018,0,25,1,1,2,0,1,0,1,1,3
2019,0,23,1,3,2,0,0,0,0,0,0
2020,0,24,3,1,2,0,0,1,0,0,1
2021,0,21,1,3,2,1,1,0,0,1,3
2022,0,24,2,1,1,0,1,0,0,1,2
2023,1,25,1,1,1,0,0,0,0,1,1
2024,1,21,1,1,1,1,1,1,1,0,4
2025,0,24,1,2,1,0,1,1,0,0,2
2026,0,16,2,2,2,1,0,1,0,0,2
2027,1,15,1,1,2,1,0,1,0,0,2
2028,1,22,2,1,2,0,1,1,1,1,4
2029,0,16,2,2,2,1,0,1,1,0,3
2030,1,16,2,1,2,0,1,0,1,1,3
2031,0,25,2,3,1,0,0,1,0,1,2
2032,1,16,3,2,1,1,0,1,0,0,2
2033,0,23,1,2,1,0,0,1,1,0,2
2034,1,24,1,3,2,1,0,0,0,0,1
2035,1,23,3,1,2,0,0,0,1,1,2
2036,0,23,2,1,1,0,1,0,1,1,3
2037,1,24,3,3,2,0,1,1,1,1,4
2038,1,18,2,1,2,0,1,0,1,1,3
2039,0,23,2,1,1,0,1,0,0,1,2
2040,0,24,1,2,2,1,1,1,1,1,5
2041,0,16,1,3,2,0,0,1,1,0,2
2042,1,16,3,3,1,1,0,0,1,1,3
2043,1,24,1,2,2,1,0,0,1,1,3
2044,0,23,2,1,2,0,0,1,0,0,1
2045,0,20,1,2,2,1,1,1,0,0,3
2046,0,23,1,3,2,0,0,0,1,1,2
2047,1,15,2,1,2,1,1,1,0,1,4
2048,1,18,1,1,1,1,1,1,1,1,5
2049,1,23,3,2,2,0,0,0,0,1,1
2050,0,18,2,2,2,1,1,0,1,0,3
2051,1,16,2,3,1,0,1,0,0,1,2
2052,1,16,2,3,2,1,0,0,0,0,1
2053,1,25,2,1,2,1,1,1,1,0,4
2054,1,18,1,1,1,1,0,0,0,0,1
2055,1,15,2,3,1,0,0,0,0,1,1
2056,1,21,3,2,1,1,1,1,0,0,3
2057,1,25,3,2,2,1,0,1,1,0,3
2058,1,22,3,2,2,0,1,0,0,0,1
2059,1,19,3,2,2,1,0,1,0,0,2
2060,0,17,2,3,2,1,1,0,1,0,3
2061,1,21,3,2,1,0,1,0,0,1,2
2062,0,18,3,1,1,0,0,0,1,0,1
2063,0,23,2,2,2,1,1,1,0,0,3
2064,0,16,3,2,1,0,1,1,0,0,2
2065,0,18,1,3,1,0,0,1,0,1,2
2066,0,18,1,3,1,1,0,0,1,1,3
2067,1,19,3,1,1,0,0,0,1,0,1
2068,0,17,1,1,1,1,1,1,1,0,4
2069,0,25,2,2,1,0,1,1,1,1,4
2070,1,18,3,3,2,0,1,0,0,0,1
2071,0,15,1,2,1,0,1,0,0,1,2
2072,0,20,2,1,2,1,0,0,0,0,1
2073,1,18,3,1,2,1,0,0,1,0,2
2074,0,23,1,1,1,1,0,0,0,1,2
2075,0,20,3,2,1,0,0,0,0,1,1
2076,1,18,1,3,1,0,1,1,1,1,4
2077,1,24,1,1,1,1,1,1,1,0,4
2078,0,16,1,1,1,1,1,1,1,0,4
2079,1,15,3,3,2,1,1,0,1,1,4
2080,1,24,2,3,2,1,1,1,0,0,3
2081,0,21,3,3,2,0,1,0,0,0,1
2082,1,18,2,3,2,1,1,1,0,1,4
2083,1,24,1,3,1,0,1,1,0,1,3
2084,0,24,2,2,2,0,1,1,1,0,3
2085,1,22,3,1,1,0,0,0,0,1,1
2086,0,20,3,3,1,1,1,1,1,1,5
2087,1,21,1,3,2,1,1,0,1,0,3
2088,0,17,1,3,2,0,0,1,0,1,2
2089,1,25,1,2,2,0,1,1,1,0,3
2090,1,18,2,3,1,0,0,0,0,0,0
2091,1,19,3,2,2,1,0,1,1,0,3
2092,0,22,2,2,2,0,1,1,0,1,3
2093,1,16,1,3,1,1,0,1,1,0,3
2094,0,19,2,3,2,1,0,0,1,1,3
2095,0,18,2,2,1,0,0,1,0,1,2
2096,0,23,3,3,1,0,1,0,1,1,3
2097,0,16,2,3,1,0,0,0,1,0,1
2098,0,20,2,2,2,1,0,1,0,0,2
2099,0,24,3,1,1,1,1,0,0,0,2
2100,1,19,2,1,1,1,0,0,0,1,2
2101,1,24,3,2,2,0,0,1,0,0,1
2102,1,23,2,2,2,1,1,1,1,0,4
2103,1,16,1,1,2,0,0,1,1,0,2
2104,1,21,3,2,2,1,0,0,0,1,2
2105,0,21,3,1,2,0,1,1,0,1,3
2106,1,23,2,2,1,1,0,1,1,0,3
2107,0,22,1,1,1,0,1,0,0,0,1
2108,0,24,3,2,2,1,1,0,1,1,4
2109,1,17,3,2,1,0,1,0,1,1,3
2110,0,19,1,1,1,1,1,0,0,1,3
2111,1,19,3,2,2,0,0,1,1,0,2
2112,0,16,1,2,2,1,1,0,0,0,2
2113,0,21,3,3,1,0,0,0,0,1,1
2114,1,21,2,2,1,1,0,1,1,0,3
2115,1,20,3,1,2,1,1,1,0,1,4
2116,1,16,1,3,1,1,0,0,0,1,2
2117,0,19,3,1,2,1,0,1,1,0,3
2118,0,17,2,2,2,0,1,1,0,0,2
2119,0,17,1,1,2,0,0,1,1,1,3
2120,1,23,2,2,2,1,1,0,1,1,4
2121,1,20,1,2,2,0,1,0,0,0,1
2122,0,15,2,1,1,1,0,0,1,0,2
2123,1,18,2,1,2,0,1,1,1,0,3
2124,1,23,2,3,1,1,1,1,0,0,3
2125,0,22,3,2,1,0,1,0,0,0,1
2126,1,22,2,2,2,1,0,0,0,0,1
2127,0,22,2,1,2,0,1,0,1,1,3
2128,0,17,3,3,2,1,0,0,0,0,1
2129,0,24,1,1,2,1,1,0,1,0,3
2130,1,18,1,3,2,1,1,1,1,0,4
2131,1,16,1,3,2,0,1,1,0,1,3
2132,0,17,3,3,1,1,0,0,0,0,1
2133,0,18,1,2,1,1,1,1,0,0,3
2134,0,24,2,2,1,0,0,1,1,0,2
2135,0,16,1,2,1,1,0,1,0,0,2
2136,0,17,2,3,1,0,0,0,1,1,2
2137,0,22,3,2,2,0,0,1,0,1,2
2138,0,25,2,1,2,0,0,1,1,0,2
2139,1,18,3,2,2,1,1,1,0,0,3
2140,1,23,3,3,2,0,1,1,0,1,3
2141,1,23,1,2,1,0,0,1,1,1,3
2142,1,25,1,3,2,1,1,1,1,0,4
2143,0,23,1,2,1,0,1,1,0,0,2
2144,0,25,1,3,2,0,0,0,0,0,0
2145,0,16,2,1,1,0,0,0,0,0,0
2146,0,17,2,2,2,0,0,0,0,1,1
2147,0,16,1,1,2,0,1,1,1,0,3
2148,1,22,1,2,1,1,0,0,0,1,2
2149,0,19,2,1,1,1,0,0,1,0,2
2150,0,21,2,2,2,1,0,1,0,0,2
2151,1,22,2,1,2,1,1,1,0,1,4
2152,0,16,3,3,1,0,0,1,0,1,2
2153,0,15,1,3,1,0,1,1,1,1,4
2154,1,20,1,3,1,1,0,1,1,0,3
2155,0,16,1,2,2,0,1,0,0,0,1
2156,1,20,2,3,2,1,1,0,1,1,4
2157,0,17,2,2,1,1,0,1,1,0,3
2158,0,21,2,3,2,0,1,0,1,0,2
2159,1,19,2,3,2,0,0,0,0,1,1
2160,0,25,3,1,2,0,0,0,0,0,0
2161,0,22,1,1,1,1,1,0,1,1,4
2162,1,23,1,1,2,0,0,1,0,1,2
2163,1,18,3,2,1,1,1,1,1,1,5
2164,0,20,3,1,2,1,1,1,0,1,4
2165,0,17,2,3,1,0,1,0,1,1,3
2166,1,25,3,3,1,0,1,1,1,1,4
2167,0,19,2,3,1,1,0,1,0,1,3
2168,0,15,2,2,2,0,0,0,1,0,1
2169,1,24,1,1,1,0,1,1,0,1,3
2170,0,19,3,1,1,1,0,0,0,0,1
2171,0,25,2,2,2,1,1,1,1,0,4
2172,1,20,3,1,2,1,1,0,0,1,3
2173,0,19,3,2,2,1,0,0,1,0,2
2174,0,23,3,3,1,0,1,1,1,0,3
2175,1,19,2,3,1,1,1,0,0,0,2
2176,1,17,1,1,2,1,0,0,1,0,2
2177,1,19,1,3,2,0,0,0,0,0,0
2178,1,15,2,1,2,0,1,1,0,0,2
2179,0,15,2,1,1,0,1,1,1,1,4
2180,1,18,1,2,2,0,1,1,1,1,4
2181,0,24,1,3,1,1,0,1,1,0,3
2182,0,15,3,2,1,0,1,0,0,1,2
2183,1,19,2,3,2,1,1,0,0,0,2
2184,0,17,3,3,2,0,1,0,0,1,2
2185,0,25,1,1,1,1,0,1,0,1,3
2186,1,16,3,3,1,1,1,0,0,1,3
2187,0,25,3,1,2,0,0,1,1,0,2
2188,0,23,2,1,1,0,1,0,0,0,1
2189,1,22,1,3,1,1,0,1,1,1,4
2190,1,17,1,2,1,1,0,1,1,1,4
2191,0,25,3,1,2,1,1,0,0,1,3
2192,0,24,1,3,2,0,0,0,0,0,0
2193,0,16,1,1,1,0,0,1,0,1,2
2194,1,16,1,1,1,0,0,1,1,1,3
2195,1,23,2,1,1,0,1,1,0,1,3
2196,0,18,2,1,2,1,0,0,1,1,3
2197,1,24,2,1,2,1,0,0,1,1,3
2198,1,21,3,2,1,0,0,1,0,0,1
2199,0,17,3,3,2,1,0,1,1,1,4
2200,0,15,1,2,1,1,0,1,1,1,4
2201,0,24,1,3,2,0,0,1,0,0,1
2202,1,20,3,2,2,0,0,1,1,1,3
2203,0,16,3,1,1,0,1,1,0,1,3
2204,0,22,2,3,1,0,0,1,1,0,2
2205,0,15,2,1,1,1,1,0,1,1,4
2206,0,24,3,1,1,0,0,1,0,0,1
2207,1,19,2,3,1,0,0,1,1,1,3
2208,1,22,3,1,1,1,0,0,0,1,2
2209,0,18,3,3,1,0,0,1,1,0,2
2210,1,18,1,1,2,1,1,0,0,1,3
2211,1,15,1,2,1,0,0,1,0,1,2
2212,0,24,1,3,2,1,1,1,1,0,4
2213,0,15,2,2,2,1,1,0,1,0,3
2214,1,18,2,3,1,1,1,0,0,0,2
2215,1,22,2,1,2,1,1,1,0,0,3
2216,0,15,3,2,2,1,1,1,0,0,3
2217,0,20,1,3,2,1,1,0,0,1,3
2218,1,18,1,3,2,0,1,0,1,0,2
2219,0,23,2,3,2,1,1,0,0,1,3
2220,1,23,2,3,2,0,0,1,1,1,3
2221,0,23,2,1,1,1,0,1,1,1,4
2222,0,22,2,3,1,1,0,0,1,1,3
2223,0,25,2,2,1,0,0,0,1,0,1
2224,1,20,1,1,1,0,1,0,1,1,3
2225,0,19,2,3,1,1,0,0,1,1,3
2226,1,16,1,2,1,0,0,1,1,1,3
2227,1,20,1,3,1,0,0,1,1,1,3
2228,0,16,3,3,1,0,0,1,0,1,2
2229,0,23,1,2,1,0,1,0,0,0,1
2230,0,21,1,3,2,0,0,0,0,0,0
2231,1,19,1,1,2,1,0,1,1,0,3
2232,0,16,2,2,1,1,1,0,1,1,4
2233,1,16,1,2,2,1,1,1,1,0,4
2234,0,20,3,1,1,1,0,1,0,0,2
2235,1,22,2,2,2,1,1,0,0,0,2
2236,1,19,3,3,1,0,0,0,1,0,1
2237,0,23,1,3,2,0,0,1,1,0,2
2238,1,21,1,2,2,1,1,1,1,0,4
2239,1,15,2,2,1,0,1,1,1,0,3
2240,0,23,2,3,1,1,0,1,1,0,3
2241,0,22,3,3,2,0,0,1,1,0,2
2242,0,21,1,1,1,1,1,1,0,1,4
2243,1,25,1,1,1,1,0,0,1,1,3
2244,1,24,1,2,1,0,1,1,1,0,3
2245,1,25,1,3,1,1,1,1,0,1,4
2246,0,25,2,3,2,0,1,1,0,1,3
2247,0,20,3,2,1,0,0,0,0,0,0
2248,1,22,2,1,2,1,0,1,1,0,3
2249,1,21,2,2,2,1,1,0,0,1,3
2250,0,25,2,3,2,0,1,1,1,1,4
2251,1,23,2,3,1,1,1,0,1,0,3
2252,0,16,3,3,2,1,0,1,1,1,4
2253,1,24,1,2,1,1,1,0,0,0,2
2254,1,25,2,3,1,0,0,0,1,1,2
2255,1,20,1,1,1,0,1,0,0,0,1
2256,0,19,2,1,2,0,0,1,1,0,2
2257,0,25,1,3,2,1,0,1,0,1,3
2258,1,22,2,1,2,1,0,0,0,0,1
2259,0,16,1,2,2,0,0,1,0,1,2
2260,1,21,1,1,1,0,1,0,0,0,1
2261,0,20,3,1,2,1,1,1,0,0,3
2262,0,23,3,2,2,0,1,0,0,1,2
2263,0,17,3,2,1,0,1,1,1,0,3
2264,1,22,2,1,1,0,0,0,1,1,2
2265,0,24,2,1,1,1,1,1,0,0,3
2266,1,22,2,2,2,0,0,0,0,1,1
2267,1,21,2,3,1,0,1,1,1,1,4
2268,1,21,3,1,1,1,1,1,1,1,5
2269,1,24,1,1,2,0,1,1,1,1,4
2270,0,21,1,2,1,0,0,0,1,1,2
2271,1,20,3,1,2,0,1,0,0,0,1
2272,1,19,3,3,1,0,0,1,1,0,2
2273,0,19,2,3,1,0,1,0,0,0,1
2274,0,17,2,3,1,1,1,0,1,0,3
2275,1,16,3,1,2,0,0,0,0,1,1
2276,1,18,2,1,1,0,1,0,1,0,2
2277,0,17,2,3,1,0,1,0,1,1,3
2278,1,23,1,2,1,0,0,0,1,1,2
2279,1,25,2,1,1,0,1,1,0,1,3
2280,1,22,2,1,2,0,0,0,0,0,0
2281,1,17,2,3,2,1,0,0,0,0,1
2282,0,21,1,2,1,1,0,0,0,0,1
2283,1,20,1,1,1,0,0,0,1,1,2
2284,0,22,1,3,2,0,0,0,1,1,2
2285,0,24,1,3,1,0,0,1,1,1,3
2286,1,18,3,1,2,0,1,1,0,0,2
2287,0,18,1,3,1,0,0,0,1,0,1
2288,1,24,3,2,1,1,1,0,1,1,4
2289,1,22,2,2,2,1,0,1,0,1,3
2290,0,21,2,2,2,1,1,0,0,0,2
2291,1,19,1,1,2,0,0,1,1,0,2
2292,0,21,3,3,2,0,0,1,1,0,2
2293,1,24,1,2,2,1,1,0,0,1,3
2294,0,19,2,2,2,1,0,0,1,0,2
2295,1,18,3,1,1,0,1,1,1,1,4
2296,0,15,3,1,1,0,0,0,0,1,1
2297,1,17,2,2,2,0,0,1,0,1,2
2298,1,18,2,1,1,0,0,1,1,0,2
2299,1,24,3,2,2,1,0,1,1,1,4
2300,1,23,2,1,1,0,0,1,0,0,1
2301,1,22,1,2,2,0,0,0,0,1,1
2302,1,23,3,2,1,1,1,0,0,0,2
2303,1,24,2,3,1,0,0,1,1,1,3
2304,1,18,1,3,1,0,0,1,0,1,2
2305,1,21,1,1,1,0,1,0,1,1,3
2306,1,22,1,2,1,0,0,0,0,1,1
2307,0,18,3,3,1,0,0,1,0,0,1
2308,1,15,2,2,2,0,1,1,1,0,3
2309,1,21,2,2,2,0,0,1,1,0,2
2310,1,24,2,2,2,1,1,0,1,1,4
2311,0,23,3,1,2,0,1,0,1,1,3
2312,1,20,2,1,2,0,1,1,0,0,2
2313,1,20,1,2,2,0,0,0,1,0,1
2314,0,18,1,1,2,1,0,0,1,1,3
2315,0,17,2,3,2,0,1,0,1,1,3
2316,1,23,3,2,2,0,0,1,1,0,2
2317,1,15,3,2,2,1,0,1,0,1,3
2318,1,17,3,2,1,0,0,1,1,1,3
2319,1,21,1,1,2,1,1,0,0,1,3
2320,1,23,1,1,2,0,1,0,0,1,2
2321,1,19,2,3,1,0,0,1,0,0,1
2322,0,24,2,3,2,1,0,1,1,1,4
2323,0,15,2,3,2,0,1,0,1,0,2
2324,1,17,1,3,1,0,1,0,1,0,2
2325,0,15,2,2,2,0,0,0,1,0,1
2326,1,23,3,2,2,1,1,1,1,0,4
2327,1,15,1,1,1,0,1,1,0,0,2
2328,0,15,1,1,2,1,1,1,0,1,4
2329,0,22,1,1,1,1,0,1,1,0,3
2330,1,15,3,3,2,1,0,0,0,1,2
2331,1,22,3,2,1,1,0,0,1,1,3
2332,0,15,1,1,1,0,1,1,1,0,3
2333,1,15,1,2,2,0,0,1,1,1,3
2334,0,24,2,3,2,1,1,0,1,1,4
2335,1,15,1,1,1,0,1,0,1,0,2
2336,1,15,3,2,1,0,0,0,0,1,1
2337,1,24,1,1,1,0,0,0,0,1,1
2338,1,15,1,1,1,1,1,1,1,0,4
2339,1,18,2,3,1,0,1,0,1,1,3
2340,1,17,3,2,2,1,1,0,1,1,4
2341,0,19,1,2,1,1,0,1,1,0,3
2342,1,22,2,2,2,1,0,0,1,1,3
2343,1,20,3,3,1,1,0,0,1,0,2
2344,0,16,1,3,2,0,1,0,1,1,3
2345,0,24,3,1,1,1,1,1,1,0,4
2346,1,16,1,3,2,0,0,1,0,0,1
2347,0,20,2,3,2,1,1,0,1,1,4
2348,1,17,3,3,1,0,1,0,0,1,2
2349,1,24,3,2,1,0,1,0,0,1,2
2350,0,16,2,1,1,1,1,0,0,0,2
2351,1,18,3,1,2,1,1,0,1,1,4
2352,1,22,3,1,2,0,0,0,0,0,0
2353,1,23,3,1,1,1,0,1,0,1,3
2354,0,20,1,1,1,0,1,1,1,0,3
2355,1,20,2,3,2,1,1,1,1,0,4
2356,0,18,3,1,2,0,1,0,1,0,2
2357,0,17,1,2,1,0,1,0,1,1,3
2358,1,19,3,3,2,0,0,1,1,0,2
2359,0,21,3,2,1,0,0,0,0,1,1
2360,0,25,3,1,2,0,1,1,1,0,3
2361,1,21,1,2,1,0,0,0,1,1,2
2362,1,22,2,1,1,1,1,0,1,0,3
2363,0,22,2,2,2,1,0,0,0,0,1
2364,1,18,3,2,2,1,1,1,0,0,3
2365,1,18,3,1,1,1,1,0,1,0,3
2366,0,21,2,2,2,1,1,0,0,0,2
2367,0,22,3,3,2,1,0,1,0,1,3
2368,0,16,2,2,2,1,1,1,0,0,3
2369,0,25,2,1,1,0,0,1,0,1,2
2370,0,19,1,3,1,1,0,0,1,1,3
2371,0,20,3,2,2,1,0,0,1,0,2
2372,0,24,1,1,1,0,1,0,1,1,3
2373,1,18,1,1,1,0,1,1,0,0,2
2374,0,16,1,1,1,0,1,0,0,1,2
2375,1,22,3,1,2,0,0,0,1,1,2
2376,0,24,2,2,1,0,0,0,1,0,1
2377,0,20,3,1,1,0,0,1,0,1,2
2378,0,19,1,2,1,1,0,0,0,1,2
2379,1,15,2,2,1,0,1,0,0,0,1
2380,0,24,2,1,1,1,1,1,0,1,4
2381,0,25,2,2,2,1,1,1,1,0,4
2382,1,20,3,3,1,0,0,0,0,0,0
2383,0,24,3,2,1,1,0,1,1,0,3
2384,1,20,2,1,1,0,0,0,1,1,2
2385,1,22,3,3,1,0,1,0,1,0,2
2386,1,24,1,1,1,0,0,0,1,0,1
2387,0,16,3,1,2,1,0,0,0,0,1
2388,0,24,2,1,1,1,0,1,0,1,3
2389,1,15,2,2,1,1,0,1,0,1,3
2390,1,24,1,2,1,0,1,0,0,0,1
2391,1,17,1,3,2,0,1,1,0,1,3
2392,1,18,2,1,2,0,1,1,1,1,4
2393,1,18,2,2,1,1,1,1,1,1,5
2394,0,15,3,1,2,0,1,1,0,0,2
2395,0,16,3,3,1,1,0,1,1,1,4
2396,1,23,2,2,2,1,0,1,1,1,4
2397,0,23,2,3,2,0,1,0,1,1,3
2398,0,22,2,2,2,0,1,0,1,1,3
2399,1,18,3,1,2,1,0,0,1,1,3
2400,1,17,1,3,2,0,0,0,1,0,1
2401,0,22,1,1,1,1,0,1,0,0,2
2402,0,19,2,3,1,0,1,1,1,0,3
2403,0,21,1,3,2,0,0,1,0,1,2
2404,1,23,2,1,1,1,1,1,1,0,4
2405,0,19,2,2,2,1,1,1,1,0,4
2406,1,24,3,2,1,0,0,0,1,1,2
2407,0,19,2,2,1,0,0,1,0,0,1
2408,1,22,3,2,1,0,1,0,1,0,2
2409,0,18,2,1,2,1,1,1,0,1,4
2410,0,20,1,1,1,0,0,1,1,0,2
2411,0,16,1,1,1,1,1,1,1,1,5
2412,0,25,1,2,2,1,0,0,0,0,1
2413,0,20,3,1,2,0,0,1,0,0,1
2414,0,22,2,2,2,1,0,0,1,0,2
2415,0,25,2,2,2,1,0,1,0,0,2
2416,0,15,3,1,2,1,0,0,1,1,3
2417,1,25,2,2,2,0,0,0,0,1,1
2418,0,24,3,3,1,1,0,0,1,1,3
2419,1,18,3,3,1,1,0,1,0,0,2
2420,0,18,1,2,1,0,1,1,1,1,4
2421,0,15,1,3,2,0,1,0,1,1,3
2422,0,16,3,3,1,0,0,0,0,1,1
2423,1,24,3,1,2,0,0,0,0,1,1
2424,1,20,2,2,2,0,0,1,1,1,3
2425,0,18,2,3,1,0,0,0,0,1,1
2426,0,15,1,1,1,0,1,1,0,0,2
2427,0,20,3,2,2,1,1,1,1,1,5
2428,0,20,2,3,1,1,1,1,0,1,4
2429,0,22,2,3,2,0,1,1,0,1,3
2430,0,25,1,1,1,1,1,0,0,0,2
2431,1,23,3,2,2,1,1,1,0,1,4
2432,1,16,3,1,2,0,0,1,1,0,2
2433,1,16,3,1,1,0,1,1,1,1,4
2434,0,21,2,2,2,1,0,0,1,1,3
2435,1,23,3,3,1,0,1,0,1,0,2
2436,1,17,1,3,2,1,0,0,0,0,1
2437,0,20,3,1,1,1,1,1,1,0,4
2438,1,18,1,3,1,0,0,1,1,0,2
2439,0,15,3,2,2,0,0,1,1,1,3
2440,0,25,1,2,1,1,1,1,0,1,4
2441,1,17,1,1,1,1,0,1,0,0,2
2442,1,18,1,2,2,0,1,1,1,1,4
2443,1,25,1,3,1,0,1,1,1,0,3
2444,1,16,2,2,2,0,0,1,0,1,2
2445,1,18,2,1,2,0,1,0,1,1,3
2446,1,25,3,1,1,0,1,0,0,1,2
2447,1,18,1,1,2,0,0,0,0,0,0
2448,0,23,3,2,1,0,0,0,0,1,1
2449,1,21,1,1,2,0,0,0,1,0,1
2450,0,17,2,3,1,1,0,0,1,0,2
2451,0,15,3,1,2,1,0,0,0,0,1
2452,0,19,2,3,1,0,0,1,1,0,2
2453,0,18,3,2,2,1,1,0,0,1,3
2454,1,24,3,1,1,1,1,0,1,1,4
2455,0,25,3,3,2,1,1,1,0,0,3
2456,1,16,1,1,1,0,0,0,0,1,1
2457,0,18,2,1,2,1,1,0,0,1,3
2458,1,25,2,2,1,1,1,0,0,0,2
2459,0,20,2,3,1,0,1,0,0,1,2
2460,1,22,3,3,2,0,1,0,0,1,2
2461,1,22,2,3,2,0,0,1,1,1,3
2462,1,19,3,1,1,0,1,0,1,0,2
2463,0,25,1,3,1,1,1,0,0,0,2
2464,0,18,2,3,2,1,1,1,0,1,4
2465,1,25,1,2,2,0,1,1,1,0,3
2466,1,17,2,1,2,1,0,0,1,1,3
2467,1,15,1,3,2,0,0,1,0,1,2
2468,1,20,3,3,1,1,0,1,1,0,3
2469,1,21,2,2,1,1,1,1,0,1,4
2470,1,18,2,2,2,0,1,1,1,1,4
2471,1,25,1,2,1,1,1,1,0,1,4
2472,0,19,3,3,1,1,1,0,0,0,2
2473,1,16,1,1,2,1,0,0,1,0,2
2474,0,20,1,2,1,1,0,1,0,1,3
2475,0,24,3,3,2,0,1,0,1,1,3
2476,0,17,3,2,2,0,0,0,1,1,2
2477,1,22,3,3,1,1,1,0,0,0,2
2478,1,15,2,2,1,0,1,0,0,1,2
2479,0,21,1,3,1,1,0,1,1,0,3
2480,1,16,1,2,1,0,0,0,0,0,0
2481,0,18,3,3,1,1,0,0,1,1,3
2482,1,17,3,3,1,0,1,1,0,0,2
2483,0,15,1,2,1,0,1,0,1,1,3
2484,1,25,2,1,1,0,0,1,0,0,1
2485,1,24,2,3,1,1,0,1,1,1,4
2486,0,21,2,3,2,0,0,0,0,1,1
2487,1,25,2,1,2,1,1,1,1,1,5
2488,1,15,2,1,1,1,1,1,1,1,5
2489,1,16,3,3,2,0,1,1,1,0,3
2490,0,20,3,1,2,0,1,0,0,0,1
2491,1,17,3,3,2,1,0,0,0,0,1
